IB1,IB2,IB3,IB4,IB5,IH1,IH2,IH3,IH4,lang,education_level,sex,country_origin,country,age,continent
2,3,6,2,5,1,6,3,1,1,Bachelor's degree,Male,228.0,USA,19.0,North America
3,3,6,2,2,3,2,6,5,1,High school,Female,38.0,CAN,18.0,North America
3,3,3,3,3,5,2,6,5,1,High school,Male,57.0,GBR,19.0,Europe
6,7,5,6,5,2,5,5,2,1,High school,Female,228.0,USA,18.0,North America
2,5,6,2,4,6,2,3,5,1,High school,Female,228.0,USA,20.0,North America
6,5,5,4,3,3,4,3,4,1,High school,Female,228.0,USA,18.0,North America
5,3,2,1,4,1,1,3,1,1,High school,Female,140.0,USA,18.0,North America
7,2,3,4,3,1,1,2,3,1,High school,Female,114.0,USA,21.0,North America
2,6,5,3,6,5,2,6,6,1,High school,Male,228.0,USA,20.0,North America
5,7,6,3,2,4,4,4,2,1,High school,Female,228.0,USA,18.0,North America
2,5,6,1,5,1,1,3,1,1,High school,Male,228.0,USA,20.0,North America
6,6,2,6,6,2,5,7,5,1,High school,Female,228.0,USA,18.0,North America
7,1,6,2,3,2,5,3,3,1,High school,Female,228.0,USA,18.0,North America
2,5,2,3,4,2,4,6,4,1,High school,Female,228.0,USA,21.0,North America
4,2,2,4,2,2,2,4,5,1,Bachelor's degree,Female,228.0,USA,21.0,North America
4,5,3,3,4,4,5,5,4,1,High school,Male,228.0,USA,20.0,North America
6,4,7,4,6,4,2,4,2,1,Bachelor's degree,Female,228.0,USA,20.0,North America
6,6,6,5,5,3,4,4,4,1,High school,Female,156.0,NZL,19.0,Oceania
4,5,3,5,6,4,4,5,5,1,High school,Male,13.0,AUS,26.0,Oceania
6,6,6,5,6,5,6,6,6,1,Bachelor's degree,Female,44.0,AUS,19.0,Oceania
6,4,5,5,6,3,2,3,5,1,Bachelor's degree,Male,100.0,AUS,19.0,Oceania
4,1,3,4,3,3,4,5,4,1,High school,Female,159.0,GBR,19.0,Europe
1,6,6,7,7,4,2,6,4,1,High school,Female,38.0,CAN,22.0,North America
5,6,2,3,5,4,5,6,2,1,High school,Male,61.0,USA,19.0,North America
7,5,3,4,4,1,4,1,2,1,High school,Female,114.0,AUS,20.0,Oceania
1,6,6,5,7,3,2,4,5,1,High school,Female,227.0,GBR,18.0,Europe
3,6,7,3,2,2,1,4,3,1,High school,Female,153.0,NLD,18.0,Europe
5,4,6,3,3,3,5,2,3,1,Bachelor's degree,Female,172.0,GBR,20.0,Europe
4,6,6,5,6,2,1,2,2,1,Master's degree,Female,44.0,GBR,40.0,Europe
3,5,6,5,5,5,3,5,4,1,High school,Female,228.0,USA,18.0,North America
2,1,2,1,1,6,7,6,5,1,Doctoral degree,Male,13.0,GBR,38.0,Europe
3,5,4,4,4,3,3,5,4,1,High school,Female,227.0,GBR,19.0,Europe
4,7,6,6,5,5,3,6,5,1,High school,Female,228.0,USA,18.0,North America
6,7,5,5,4,3,2,2,3,1,Bachelor's degree,Male,100.0,GBR,40.0,Europe
4,4,4,4,4,4,5,4,4,1,High school,Female,228.0,USA,19.0,North America
4,3,4,4,2,1,3,5,4,1,High school,Female,228.0,USA,19.0,North America
5,6,5,5,5,4,4,4,3,1,High school,Female,228.0,USA,18.0,North America
5,6,7,6,6,5,4,5,5,1,High school,Male,228.0,USA,18.0,North America
2,3,4,1,3,6,5,6,7,1,High school,Male,228.0,USA,18.0,North America
2,2,6,2,2,2,1,1,5,1,High school,Female,228.0,USA,19.0,North America
7,3,5,3,1,5,2,5,3,1,High school,Male,228.0,USA,18.0,North America
6,6,6,5,7,2,2,2,5,1,High school,Female,228.0,USA,20.0,North America
5,5,3,2,6,2,1,3,2,1,Bachelor's degree,Female,228.0,USA,20.0,North America
3,6,6,5,6,3,6,4,5,1,High school,Female,228.0,USA,20.0,North America
6,5,5,6,5,4,4,5,5,1,High school,Female,228.0,USA,18.0,North America
4,5,3,2,4,4,3,6,3,1,High school,Female,228.0,USA,18.0,North America
2,3,3,3,4,4,3,5,4,1,High school,Female,228.0,USA,18.0,North America
5,6,5,6,7,1,4,2,1,1,Bachelor's degree,I wish not to answer,109.0,USA,22.0,North America
6,5,4,5,6,4,5,5,4,1,High school,Female,228.0,USA,18.0,North America
5,3,2,1,2,3,4,5,2,1,High school,Female,228.0,USA,18.0,North America
1,7,5,2,5,3,1,6,5,1,High school,Female,228.0,USA,18.0,North America
2,2,6,6,6,6,4,6,6,1,High school,Female,90.0,AUS,21.0,Oceania
2,5,6,1,6,1,2,5,2,1,High school,Female,140.0,USA,18.0,North America
3,5,5,2,4,2,4,5,4,1,Bachelor's degree,Female,13.0,AUS,25.0,Oceania
3,6,4,4,6,1,4,5,4,1,High school,Male,228.0,GBR,22.0,Europe
7,3,5,1,6,1,1,1,1,1,High school,Female,106.0,NLD,19.0,Europe
2,2,2,2,3,1,2,1,2,1,High school,Female,227.0,GBR,18.0,Europe
5,6,6,5,6,3,4,3,6,1,High school,Female,227.0,GBR,18.0,Europe
5,5,4,2,5,1,4,5,3,1,High school,Female,228.0,USA,18.0,North America
5,7,6,4,3,7,5,7,6,1,High school,Female,228.0,USA,18.0,North America
7,7,1,7,2,5,7,7,7,1,High school,Female,228.0,USA,19.0,North America
4,4,2,5,7,3,1,2,2,1,High school,Female,228.0,USA,20.0,North America
5,1,5,2,7,3,2,5,5,1,Bachelor's degree,Female,13.0,AUS,28.0,Oceania
5,4,5,6,6,1,4,2,4,1,High school,Female,228.0,USA,20.0,North America
5,3,5,6,4,4,1,4,2,1,High school,Male,13.0,AUS,56.0,Oceania
4,5,6,2,6,1,2,6,3,1,High school,Male,228.0,USA,19.0,North America
5,1,4,3,4,2,2,1,2,1,High school,Female,227.0,GBR,18.0,Europe
2,3,5,5,1,4,4,5,2,1,High school,Female,227.0,GBR,18.0,Europe
6,5,2,5,5,2,1,2,1,1,Bachelor's degree,Female,228.0,USA,20.0,North America
5,5,5,3,5,4,4,5,4,1,Bachelor's degree,Female,228.0,USA,20.0,North America
6,5,3,5,6,3,5,2,3,1,High school,Female,13.0,AUS,19.0,Oceania
4,4,4,4,2,3,2,2,4,1,High school,Female,153.0,AUS,19.0,Oceania
7,2,5,3,4,5,5,7,5,1,High school,Female,227.0,GBR,19.0,Europe
2,4,3,3,4,2,2,1,1,1,High school,Female,67.0,GBR,18.0,Europe
7,6,3,4,4,4,4,4,5,1,Bachelor's degree,Female,13.0,AUS,21.0,Oceania
5,1,1,1,4,1,1,2,2,1,High school,Male,13.0,AUS,39.0,Oceania
6,4,5,3,3,3,1,2,2,1,High school,Female,227.0,GBR,18.0,Europe
4,7,7,5,5,2,2,7,1,1,Bachelor's degree,Female,228.0,USA,25.0,North America
5,4,5,1,5,1,1,1,1,1,High school,Male,228.0,USA,24.0,North America
3,2,2,5,3,2,1,3,3,1,Bachelor's degree,Female,159.0,AUS,38.0,Oceania
5,5,5,5,7,2,4,4,4,1,High school,Female,140.0,USA,18.0,North America
3,6,6,6,4,2,4,4,4,1,High school,Female,228.0,USA,18.0,North America
3,4,2,6,3,2,4,3,5,1,High school,Female,13.0,AUS,18.0,Oceania
5,3,5,5,5,5,2,6,5,1,High school,Male,156.0,AUS,20.0,Oceania
2,6,5,1,5,5,4,5,3,1,High school,Female,227.0,GBR,19.0,Europe
5,6,6,3,6,3,1,1,2,1,High school,Female,227.0,GBR,19.0,Europe
5,3,5,3,4,2,1,3,1,1,High school,Female,100.0,GBR,18.0,Europe
5,6,5,5,6,6,4,5,6,1,High school,Female,228.0,USA,18.0,North America
3,6,5,5,5,6,4,5,6,1,High school,Female,228.0,USA,18.0,North America
6,6,6,7,4,5,4,5,5,1,High school,Female,228.0,USA,18.0,North America
5,6,5,5,6,4,2,4,5,1,High school,Female,228.0,USA,18.0,North America
4,5,3,2,3,3,2,3,2,1,High school,Female,227.0,GBR,20.0,Europe
7,3,5,3,3,4,4,4,4,1,High school,Female,228.0,USA,18.0,North America
5,4,6,2,4,1,3,4,1,1,High school,Female,228.0,USA,18.0,North America
2,5,5,2,2,6,1,5,5,1,High school,Female,227.0,GBR,18.0,Europe
4,6,6,6,3,3,4,5,5,1,High school,Female,228.0,USA,18.0,North America
6,7,6,3,5,6,2,6,2,1,High school,Male,13.0,AUS,26.0,Oceania
6,6,5,5,5,4,3,5,4,1,High school,Female,13.0,AUS,19.0,Oceania
3,2,5,1,2,5,3,4,3,1,High school,Female,156.0,NZL,20.0,Oceania
6,6,3,7,3,5,1,5,3,1,High school,Male,13.0,AUS,18.0,Oceania
4,3,1,2,1,6,6,7,6,1,Doctoral degree,Male,81.0,GBR,35.0,Europe
3,6,4,5,6,5,3,6,5,1,High school,Female,38.0,CAN,18.0,North America
3,3,3,3,4,5,5,5,5,1,Bachelor's degree,Male,209.0,GBR,37.0,Europe
5,2,1,1,5,2,5,3,3,1,Master's degree,Female,209.0,GBR,27.0,Europe
6,6,6,5,6,5,4,3,5,1,High school,Female,228.0,USA,19.0,North America
3,4,3,1,3,7,6,3,5,1,Bachelor's degree,Female,227.0,GBR,28.0,Europe
6,3,6,6,3,7,7,5,7,1,High school,Male,140.0,USA,20.0,North America
7,5,6,1,6,3,6,5,6,1,High school,Female,38.0,CAN,21.0,North America
6,7,6,3,5,1,1,1,5,1,High school,Female,13.0,AUS,18.0,Oceania
2,2,3,5,4,2,6,4,2,1,Bachelor's degree,Male,44.0,USA,20.0,North America
2,2,4,1,3,2,2,3,3,1,High school,Female,228.0,USA,18.0,North America
3,5,5,2,5,5,5,5,4,1,High school,Female,228.0,USA,20.0,North America
5,3,5,4,5,4,3,6,5,1,Bachelor's degree,Male,227.0,GBR,21.0,Europe
6,5,3,1,5,1,2,5,2,1,High school,Female,13.0,AUS,21.0,Oceania
7,6,6,5,5,5,4,5,4,1,High school,Female,220.0,AUS,20.0,Oceania
7,3,3,5,7,3,5,2,5,1,Bachelor's degree,Female,227.0,GBR,18.0,Europe
5,6,5,3,6,5,3,7,6,1,High school,Female,228.0,USA,18.0,North America
5,6,6,2,3,7,2,3,5,1,High school,Male,227.0,GBR,19.0,Europe
4,5,4,6,2,2,4,3,3,1,High school,Female,228.0,USA,19.0,North America
5,6,6,4,3,2,1,4,1,1,High school,Female,228.0,USA,18.0,North America
4,7,6,4,7,5,5,5,5,1,High school,Female,228.0,USA,19.0,North America
3,3,3,5,1,6,4,2,5,1,High school,Male,228.0,USA,18.0,North America
2,4,5,2,3,4,3,6,4,1,High school,Female,228.0,USA,18.0,North America
1,2,5,7,4,3,2,5,4,1,High school,Female,228.0,USA,18.0,North America
6,6,6,2,5,1,7,2,6,1,High school,Male,228.0,USA,20.0,North America
6,6,5,3,5,5,5,4,5,1,High school,Female,228.0,USA,18.0,North America
7,4,4,3,3,2,4,2,4,1,High school,Male,228.0,USA,19.0,North America
2,5,5,2,2,1,1,2,1,1,High school,Female,228.0,USA,22.0,North America
1,1,3,4,6,5,1,6,2,1,High school,Female,228.0,USA,20.0,North America
5,4,5,3,3,5,2,6,5,1,High school,Female,228.0,USA,18.0,North America
6,7,6,2,7,5,2,5,5,1,High school,Female,228.0,USA,18.0,North America
7,6,4,5,5,4,4,4,4,1,High school,Female,228.0,USA,18.0,North America
6,6,5,5,3,5,5,6,5,1,High school,Female,228.0,USA,18.0,North America
2,5,2,1,4,3,4,4,3,1,High school,Female,97.0,AUS,18.0,Oceania
5,5,2,3,6,4,4,4,4,1,High school,Female,165.0,AUS,19.0,Oceania
4,5,4,3,3,3,2,5,5,1,High school,Female,149.0,AUS,18.0,Oceania
7,6,5,6,7,2,1,2,1,1,High school,Female,13.0,AUS,18.0,Oceania
1,5,3,4,3,2,1,5,3,1,High school,Female,227.0,GBR,18.0,Europe
3,6,7,1,4,4,5,7,5,1,High school,Male,228.0,USA,19.0,North America
3,6,2,2,5,6,3,5,6,1,High school,Male,228.0,USA,18.0,North America
6,6,6,6,5,3,5,6,3,1,High school,Female,228.0,USA,18.0,North America
6,4,5,4,5,6,2,6,5,1,High school,Male,228.0,USA,19.0,North America
5,6,3,1,5,5,2,5,5,1,High school,Female,228.0,USA,18.0,North America
2,5,5,3,5,5,3,3,5,1,High school,Female,228.0,USA,20.0,North America
5,7,7,4,6,7,5,7,5,1,High school,Male,229.0,USA,18.0,North America
2,6,6,6,7,1,5,2,2,1,Bachelor's degree,Female,228.0,USA,25.0,North America
2,3,2,1,7,2,6,3,2,1,High school,Male,228.0,USA,21.0,North America
7,4,2,4,1,4,4,7,5,1,High school,Male,228.0,USA,21.0,North America
7,6,3,6,6,2,2,3,4,1,High school,Female,228.0,USA,19.0,North America
6,5,5,4,4,5,4,3,4,1,High school,Female,54.0,AUS,25.0,Oceania
6,5,5,3,5,3,1,1,6,1,Bachelor's degree,Female,13.0,AUS,21.0,Oceania
3,6,2,5,4,2,5,3,5,1,High school,Female,228.0,USA,19.0,North America
3,6,7,6,6,7,5,7,6,1,Master's degree,Female,228.0,USA,20.0,North America
3,2,6,1,2,2,1,3,3,1,High school,Female,228.0,USA,18.0,North America
7,6,5,6,6,5,5,5,5,1,High school,Female,227.0,GBR,20.0,Europe
5,6,7,1,4,6,6,6,5,1,High school,Female,101.0,USA,18.0,North America
1,2,2,5,4,4,5,6,4,1,High school,Female,228.0,USA,18.0,North America
2,4,3,2,5,5,5,6,4,1,High school,Female,228.0,USA,19.0,North America
7,2,2,1,6,2,1,6,6,1,High school,Female,44.0,USA,18.0,North America
3,5,6,4,7,5,1,3,4,1,High school,Female,241.0,GBR,19.0,Europe
2,3,6,3,5,5,6,5,4,1,High school,Female,228.0,USA,20.0,North America
2,1,2,2,3,1,2,2,1,1,High school,Female,44.0,USA,18.0,North America
6,5,6,6,7,6,6,6,3,1,Bachelor's degree,Female,228.0,USA,22.0,North America
2,3,3,1,4,3,1,4,2,1,High school,Female,61.0,USA,20.0,North America
7,3,5,4,3,4,6,5,4,1,High school,Female,196.0,GBR,19.0,Europe
7,3,5,5,3,4,7,5,4,1,High school,Female,196.0,GBR,19.0,Europe
5,2,3,5,2,3,4,3,4,2,High school,Male,46.0,CHE,21.0,Europe
3,4,4,5,5,4,3,5,5,2,High school,Female,2.0,CHE,20.0,Europe
2,3,5,5,4,2,1,5,5,1,Bachelor's degree,Male,228.0,USA,21.0,North America
7,1,3,4,1,5,7,5,7,2,High school,Male,2.0,CHE,22.0,Europe
7,3,6,7,5,2,4,5,6,2,High school,Female,1.0,CHE,18.0,Europe
6,5,2,2,5,1,1,1,5,2,High school,Male,2.0,CHE,20.0,Europe
3,5,6,5,5,3,4,4,5,2,High school,I wish not to answer,1.0,CHE,18.0,Europe
5,4,5,1,3,2,4,1,5,2,High school,Female,118.0,CHE,23.0,Europe
4,6,3,6,5,2,4,1,3,2,High school,Female,2.0,CHE,19.0,Europe
2,2,5,6,4,2,1,5,3,2,Bachelor's degree,Female,2.0,CHE,18.0,Europe
6,6,5,6,4,5,3,4,5,1,High school,Female,16.0,USA,19.0,North America
4,3,5,5,5,1,1,2,2,2,High school,Female,118.0,CHE,21.0,Europe
7,3,4,6,7,2,1,6,3,2,High school,Female,2.0,CHE,19.0,Europe
6,6,6,2,6,5,2,3,6,2,High school,Female,2.0,CHE,22.0,Europe
4,4,4,3,4,4,5,5,4,2,High school,Male,160.0,CHE,25.0,Europe
4,1,4,7,5,1,5,4,4,2,High school,Female,2.0,CHE,19.0,Europe
6,2,5,5,2,4,2,5,4,2,High school,Female,1.0,CHE,18.0,Europe
4,2,1,1,3,2,1,3,4,2,High school,Male,177.0,CHE,19.0,Europe
7,6,1,7,1,1,4,4,1,2,High school,Female,1.0,CHE,18.0,Europe
6,5,4,7,1,1,3,5,3,2,High school,Male,177.0,CHE,20.0,Europe
5,4,4,5,4,2,1,2,4,2,High school,Female,15.0,CHE,19.0,Europe
5,5,3,2,3,5,2,3,5,2,Bachelor's degree,Female,2.0,CHE,56.0,Europe
4,3,3,5,5,1,2,4,3,2,High school,Female,2.0,CHE,20.0,Europe
5,2,4,1,4,5,1,5,4,2,High school,Male,2.0,CHE,22.0,Europe
5,3,3,3,7,2,5,2,3,2,High school,Male,2.0,CHE,22.0,Europe
6,2,2,5,2,1,3,3,3,2,High school,Female,2.0,CHE,18.0,Europe
4,1,1,2,2,2,2,5,2,2,High school,Female,2.0,CHE,23.0,Europe
5,2,3,7,6,1,1,2,2,2,High school,Female,2.0,CHE,19.0,Europe
7,6,2,7,7,6,6,6,6,2,High school,Female,144.0,CHE,19.0,Europe
3,5,2,1,5,6,4,6,5,1,High school,Male,228.0,USA,18.0,North America
2,4,5,5,3,2,5,3,4,2,High school,Female,2.0,CHE,20.0,Europe
7,5,6,5,5,2,4,1,4,2,High school,Female,2.0,CHE,23.0,Europe
3,4,6,3,3,3,5,2,4,2,High school,Male,4.0,CHE,18.0,Europe
2,6,5,5,2,2,4,3,4,2,High school,Male,2.0,CHE,18.0,Europe
6,1,2,1,1,3,4,4,5,2,High school,Female,2.0,CHE,18.0,Europe
6,5,5,7,3,1,4,2,4,2,High school,Female,2.0,CHE,18.0,Europe
6,6,3,4,3,5,7,4,2,2,High school,Female,2.0,CHE,19.0,Europe
5,3,3,3,1,1,1,4,2,2,High school,Female,2.0,CHE,20.0,Europe
6,2,5,3,4,3,1,1,4,2,High school,Female,2.0,CHE,21.0,Europe
5,5,5,4,3,5,4,5,5,2,High school,Male,2.0,CHE,20.0,Europe
2,4,4,4,6,5,5,5,6,2,High school,Female,177.0,CHE,20.0,Europe
7,3,4,7,6,2,4,3,3,2,High school,Female,203.0,CHE,19.0,Europe
6,6,5,6,4,5,5,5,1,2,High school,Female,2.0,CHE,21.0,Europe
7,7,5,3,1,5,1,6,6,1,High school,Female,228.0,USA,18.0,North America
2,1,3,5,5,7,6,6,7,2,High school,Female,2.0,CHE,20.0,Europe
3,5,5,5,5,4,4,5,5,2,High school,Female,2.0,CHE,19.0,Europe
6,5,4,4,1,1,7,6,3,2,High school,Female,228.0,CHE,20.0,Europe
4,5,5,6,5,5,4,4,5,2,High school,Female,2.0,CHE,18.0,Europe
7,5,4,6,7,1,1,4,3,2,Bachelor's degree,Female,1.0,CHE,18.0,Europe
2,5,2,1,5,1,5,5,4,2,High school,Female,2.0,CHE,19.0,Europe
6,1,1,4,3,1,3,1,2,2,Doctoral degree,Female,1.0,CHE,31.0,Europe
5,5,2,2,3,4,3,4,3,2,Bachelor's degree,Male,7.0,CHE,20.0,Europe
5,2,3,6,3,3,2,2,3,1,High school,Female,228.0,USA,20.0,North America
7,2,6,6,4,1,4,3,2,2,High school,Female,2.0,CHE,21.0,Europe
5,5,5,4,5,2,3,2,4,2,Below high school,Female,2.0,CHE,32.0,Europe
2,4,5,5,5,2,4,4,3,2,Bachelor's degree,Female,2.0,CHE,19.0,Europe
3,3,2,2,3,5,6,3,4,1,High school,Female,165.0,GBR,18.0,Europe
5,5,4,5,3,1,1,1,1,2,High school,Female,177.0,CHE,20.0,Europe
3,3,2,5,3,3,2,2,2,1,High school,Female,228.0,USA,20.0,North America
2,2,2,2,2,2,2,2,2,1,High school,Female,228.0,USA,18.0,North America
3,2,5,5,4,3,3,3,4,2,High school,Female,2.0,CHE,27.0,Europe
1,3,7,7,4,1,2,6,6,2,High school,Female,1.0,CHE,19.0,Europe
3,6,5,5,5,3,5,4,5,2,Bachelor's degree,Female,2.0,CHE,19.0,Europe
4,5,2,3,5,2,2,3,4,2,High school,Female,2.0,CHE,19.0,Europe
2,4,2,1,4,1,1,5,1,2,High school,Female,110.0,CHE,19.0,Europe
6,6,7,4,5,2,1,1,4,2,High school,Female,1.0,CHE,18.0,Europe
7,5,4,5,5,1,3,3,5,2,High school,Female,2.0,CHE,18.0,Europe
1,1,1,2,5,1,4,1,1,2,High school,Female,2.0,CHE,26.0,Europe
5,4,6,5,3,2,3,3,3,2,Bachelor's degree,Female,1.0,CHE,18.0,Europe
1,1,1,1,1,1,1,1,1,2,High school,Male,2.0,CHE,20.0,Europe
6,4,5,5,4,2,2,2,2,2,Bachelor's degree,Female,61.0,CHE,18.0,Europe
2,1,1,2,4,3,2,4,4,2,High school,Female,2.0,CHE,20.0,Europe
2,4,4,5,5,3,4,3,2,2,High school,Male,2.0,CHE,21.0,Europe
5,4,4,5,6,2,5,5,4,2,Bachelor's degree,Female,118.0,CHE,21.0,Europe
4,6,4,3,6,3,2,5,5,2,High school,Female,2.0,CHE,20.0,Europe
5,4,5,2,4,1,5,2,3,2,High school,Male,186.0,CHE,20.0,Europe
4,5,2,3,5,4,1,4,5,2,High school,Female,1.0,CHE,18.0,Europe
3,3,3,4,5,5,3,5,4,2,High school,Female,2.0,CHE,19.0,Europe
3,4,3,7,2,2,2,3,2,2,High school,Female,1.0,CHE,18.0,Europe
7,2,2,7,6,1,1,1,1,2,High school,Male,2.0,CHE,21.0,Europe
2,4,5,1,1,5,4,6,2,2,Bachelor's degree,Male,2.0,CHE,20.0,Europe
5,3,4,6,4,5,5,4,4,2,Below high school,Female,2.0,CHE,27.0,Europe
3,6,7,7,3,2,4,1,3,2,High school,Female,1.0,CHE,20.0,Europe
3,5,5,1,3,1,4,4,2,2,High school,Female,2.0,CHE,20.0,Europe
5,2,4,1,1,1,2,1,4,2,High school,Female,177.0,CHE,19.0,Europe
6,4,5,5,7,5,2,4,5,2,High school,Male,2.0,CHE,21.0,Europe
6,7,5,5,5,3,2,2,3,2,High school,Female,1.0,CHE,18.0,Europe
6,5,6,3,5,5,1,6,4,2,High school,Male,2.0,CHE,21.0,Europe
2,3,4,2,1,5,2,1,2,2,High school,Female,2.0,CHE,20.0,Europe
3,6,4,6,6,5,6,6,6,2,High school,Female,2.0,CHE,20.0,Europe
5,4,4,5,5,4,4,4,4,2,High school,Female,63.0,CHE,19.0,Europe
3,5,5,2,4,3,2,5,3,2,High school,Female,2.0,CHE,18.0,Europe
4,5,4,2,4,2,5,5,4,2,High school,Female,1.0,CHE,19.0,Europe
6,3,1,1,5,2,5,1,2,2,High school,Female,2.0,CHE,18.0,Europe
2,5,6,3,3,3,1,4,4,2,High school,Female,2.0,CHE,20.0,Europe
6,7,7,7,6,3,7,3,4,2,High school,Female,1.0,CHE,18.0,Europe
6,3,3,1,5,1,1,1,3,2,High school,Female,2.0,CHE,23.0,Europe
6,4,2,6,4,2,5,4,3,2,High school,Female,2.0,CHE,20.0,Europe
6,4,3,5,4,2,1,2,2,2,High school,Female,31.0,CHE,21.0,Europe
3,3,2,3,4,2,2,3,3,2,High school,Male,51.0,CHE,21.0,Europe
3,3,1,5,5,1,5,3,2,2,High school,Female,2.0,CHE,21.0,Europe
2,3,5,2,5,3,6,5,3,2,High school,Female,1.0,CHE,19.0,Europe
1,1,1,1,1,4,3,7,6,2,Bachelor's degree,Male,1.0,CHE,20.0,Europe
2,2,4,6,3,2,1,5,4,2,High school,Male,2.0,CHE,20.0,Europe
7,7,7,1,7,7,7,7,7,2,,I wish not to answer,2.0,CHE,31.0,Europe
7,7,6,2,6,1,4,2,4,2,High school,Female,2.0,CHE,20.0,Europe
5,5,2,5,5,2,4,3,5,2,High school,Female,2.0,CHE,20.0,Europe
3,5,7,6,4,4,6,7,6,2,Below high school,Female,61.0,CHE,32.0,Europe
7,5,4,5,6,1,2,2,2,2,High school,Male,2.0,CHE,24.0,Europe
5,6,5,3,7,2,4,5,3,2,High school,Female,173.0,CHE,19.0,Europe
5,4,6,6,6,6,1,4,4,2,Bachelor's degree,Male,1.0,CHE,18.0,Europe
1,3,3,5,3,2,4,1,5,2,High school,Female,2.0,CHE,19.0,Europe
6,5,5,7,5,4,4,2,4,2,High school,Female,2.0,CHE,21.0,Europe
5,5,7,6,5,4,5,1,6,2,High school,Female,1.0,CHE,18.0,Europe
3,1,2,1,1,1,5,2,4,2,High school,Female,2.0,CHE,18.0,Europe
7,5,4,6,6,4,4,5,4,1,High school,Female,13.0,AUS,21.0,Oceania
7,7,5,7,5,3,5,3,3,2,High school,Other,198.0,CHE,25.0,Europe
6,7,5,7,4,3,4,1,2,2,High school,Female,1.0,CHE,18.0,Europe
6,5,5,2,3,5,2,5,2,2,High school,Female,2.0,CHE,20.0,Europe
3,4,4,2,6,1,3,3,4,2,High school,Male,177.0,CHE,20.0,Europe
1,3,5,1,3,5,4,5,1,2,High school,Female,61.0,CHE,20.0,Europe
4,5,5,5,3,2,3,3,4,2,High school,Female,1.0,CHE,18.0,Europe
2,4,6,7,5,7,6,6,4,2,High school,Male,1.0,CHE,18.0,Europe
2,4,5,5,4,1,3,1,2,2,High school,Female,31.0,CHE,18.0,Europe
1,1,1,2,1,1,1,5,4,2,High school,Female,2.0,CHE,19.0,Europe
2,2,2,2,3,1,2,2,3,2,High school,Male,2.0,CHE,19.0,Europe
6,5,1,2,2,5,6,6,6,1,High school,Female,227.0,GBR,18.0,Europe
1,2,6,5,2,1,4,2,2,2,High school,Male,177.0,CHE,21.0,Europe
5,6,2,5,6,2,5,2,4,2,High school,Female,1.0,CHE,18.0,Europe
5,4,6,5,6,2,2,1,1,2,High school,I wish not to answer,2.0,CHE,21.0,Europe
4,3,4,6,2,1,5,5,3,2,High school,Female,2.0,CHE,20.0,Europe
2,2,2,5,6,2,5,4,3,2,High school,Male,2.0,CHE,20.0,Europe
2,3,5,1,1,1,4,1,1,2,High school,Female,2.0,CHE,20.0,Europe
5,5,5,1,5,1,5,1,1,2,Master's degree,Male,1.0,CHE,45.0,Europe
5,5,6,5,2,2,1,4,5,2,High school,Female,2.0,CHE,19.0,Europe
5,5,5,5,4,3,4,4,3,2,High school,Female,1.0,CHE,18.0,Europe
6,7,5,5,5,2,4,3,3,2,High school,Female,2.0,CHE,19.0,Europe
5,5,4,5,4,3,1,4,5,2,High school,Female,1.0,CHE,22.0,Europe
2,2,2,4,1,1,1,2,4,2,High school,Female,34.0,CHE,21.0,Europe
6,4,2,4,4,1,5,1,1,2,High school,Female,2.0,CHE,23.0,Europe
7,6,6,2,5,3,7,2,5,2,High school,Female,2.0,CHE,20.0,Europe
3,2,5,6,4,4,4,3,3,2,High school,Female,1.0,CHE,19.0,Europe
2,3,4,6,2,1,6,4,4,2,High school,Female,2.0,CHE,18.0,Europe
6,6,6,5,5,4,6,5,6,2,High school,Female,2.0,CHE,18.0,Europe
5,3,6,7,2,4,4,4,3,2,High school,Female,2.0,CHE,19.0,Europe
3,4,5,5,5,4,5,5,5,2,Below high school,Female,31.0,CHE,29.0,Europe
6,6,3,2,5,2,6,4,4,2,High school,Female,235.0,CHE,19.0,Europe
7,6,3,5,7,1,4,1,4,2,High school,Female,1.0,CHE,18.0,Europe
2,6,4,2,2,2,2,2,2,2,Bachelor's degree,Female,2.0,CHE,20.0,Europe
7,7,3,6,5,5,5,5,3,2,High school,Female,2.0,CHE,20.0,Europe
2,4,2,5,3,5,5,5,6,2,High school,Female,110.0,CHE,20.0,Europe
3,5,5,6,6,2,4,4,3,2,High school,I wish not to answer,230.0,CHE,18.0,Europe
5,3,3,2,2,4,5,3,3,2,High school,Female,2.0,CHE,19.0,Europe
3,3,3,2,2,5,5,5,6,2,High school,Male,1.0,CHE,21.0,Europe
4,5,3,3,3,3,5,4,5,2,High school,Female,2.0,CHE,21.0,Europe
2,4,7,3,4,3,2,5,6,2,High school,Female,112.0,CHE,21.0,Europe
2,6,4,6,5,5,5,6,4,2,High school,Female,110.0,CHE,18.0,Europe
6,4,5,1,6,2,5,6,1,2,High school,Female,181.0,CHE,25.0,Europe
2,7,5,3,7,5,5,6,5,1,High school,Female,228.0,USA,18.0,North America
5,5,3,2,4,1,2,4,2,2,High school,Female,1.0,CHE,18.0,Europe
2,2,5,4,3,3,2,5,2,2,High school,Female,2.0,CHE,22.0,Europe
1,1,1,1,1,1,7,7,7,1,High school,Male,228.0,USA,18.0,North America
3,1,1,4,6,1,4,5,6,2,Bachelor's degree,Female,2.0,CHE,19.0,Europe
