IB3,IH1,IB2,IH2,IB1,IH3,IB4,IH4,IB5,confusion,careless_1,careless_2,careless_3,technical_problems,native_language,Q_Lang,religion_text,religion_1,religion_2,religion_3,religion_4,religion_5,religion_6,religion_7,religion_8,religion_9,religion_10,religion_11,religion_12,religion_13,religion_14,religion_15,religion_16,education_leve,education_level_iran,education_level_germ,age_1,sex,countr_origin_1,country3,Age
3,3,5,2,3,5,3,3,4,2,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,228,USA,22
3,3,2,6,7,6,2,5,5,1,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,34,Male,68,GRC,51
5,4,4,3,4,2,3,2,3,3,2,2,1,1,1,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,NA,NA,24,Male,68,GRC,41
2,3,2,3,5,3,3,5,5,2,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,35,Female,1,BGR,52
3,2,5,5,5,2,2,2,3,2,2,2,1,1,1,PL,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,21,Female,174,POL,38
6,5,6,7,1,5,3,4,2,3,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,32,Female,1,BGR,49
2,2,5,5,7,1,6,4,5,3,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,29,Male,68,GRC,46
2,3,2,2,2,4,3,3,2,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,13,AUS,18
6,2,5,2,5,5,5,5,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,13,AUS,20
6,6,7,2,6,6,7,6,4,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,5,Male,1,DEU,22
6,2,3,6,5,2,5,5,4,1,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,21,I wish not to answer,1,BGR,38
2,2,5,6,5,4,1,4,1,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,227,NLD,19
2,2,2,2,4,1,4,1,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,13,AUS,22
3,1,2,1,1,3,1,1,2,1,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,25,Female,68,GRC,42
2,2,3,4,5,1,6,4,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,13,Female,1,DEU,30
4,6,7,6,6,6,1,5,7,3,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,24,Female,68,GRC,41
2,3,4,5,5,4,3,5,7,2,2,2,1,1,1,DE,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,6,Female,87,DEU,23
1,2,2,2,6,2,2,5,3,1,2,2,1,1,1,EL,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,29,Male,68,GRC,46
1,2,1,5,6,6,6,4,2,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,7,Female,1,DEU,24
2,1,6,1,5,1,3,5,7,3,2,2,1,1,1,PL,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,110,POL,20
2,3,5,5,5,5,5,4,5,1,2,2,1,1,1,DE,--/--,NA,NA,NA,NA,NA,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,6,Female,1,DEU,23
6,5,2,1,6,5,6,5,2,2,2,2,1,1,1,ESP-ESP,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,NA,NA,10,Male,66,ESP,27
2,2,2,6,2,2,2,6,2,1,2,2,1,1,1,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,26,Male,68,GRC,43
2,5,5,5,6,5,2,3,5,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,24,Female,156,NZL,41
5,6,5,4,3,4,3,4,3,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,9,Male,1,DEU,26
7,6,6,2,4,5,6,4,2,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,7,Female,1,DEU,24
4,2,2,4,6,2,1,3,5,2,2,2,1,1,1,EL,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,21,Male,68,GRC,38
4,4,5,4,5,4,5,4,5,3,2,2,1,1,1,PL,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,25,Female,174,POL,42
6,5,5,2,4,4,2,5,4,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,227,NLD,19
5,2,4,4,5,2,6,3,2,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,4,Female,1,DEU,21
7,1,1,5,6,4,6,4,4,1,2,2,1,1,1,BG,--/--,--,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,9,Female,1,BGR,26
1,3,5,5,5,5,3,5,4,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,81,NLD,19
2,3,5,4,5,3,3,5,3,2,2,2,1,1,1,NL,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,2,Female,1,NLD,19
5,5,6,6,6,7,7,3,4,2,2,2,1,1,1,DE,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,6,Male,1,DEU,23
5,3,3,3,3,4,5,4,3,1,2,2,1,2,1,CR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,1,HRV,20
4,5,5,1,3,5,6,2,5,3,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master-Abschluss,21,Male,2,CHE,38
4,3,2,1,5,2,2,4,1,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,8,Female,13,AUS,25
6,4,6,6,2,4,2,3,3,1,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,15,Female,68,GRC,32
2,1,6,5,7,2,5,2,5,2,2,2,1,1,1,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,68,GRC,20
1,5,5,2,6,2,5,5,6,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,13,AUS,19
2,2,2,3,5,3,4,3,3,2,2,2,1,1,1,BG,--/--,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,1,BGR,20
5,5,2,6,4,7,2,7,3,1,2,2,1,1,1,BG,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,1,BGR,21
1,1,1,1,5,7,1,4,5,2,2,2,1,1,2,EN,--/--/--,--,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,234,AUS,21
6,1,3,2,5,2,5,2,6,1,2,2,1,1,1,ESP-ESP,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,16,Male,66,ESP,33
4,5,5,3,6,2,7,4,4,1,2,2,1,2,2,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,81,USA,19
2,2,2,2,6,4,2,4,2,1,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,3,Male,211,AUS,20
5,2,3,3,4,3,2,3,2,1,2,2,1,1,1,NL,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Male,1,DEU,22
2,2,2,3,5,2,2,3,2,1,2,2,1,1,1,BG,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,NA,NA,44,Female,1,BGR,61
5,4,3,2,3,5,1,3,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,8,Male,1,DEU,25
2,5,4,4,4,3,1,4,3,1,2,2,1,1,1,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,68,GRC,21
2,6,6,2,3,1,5,2,2,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,7,Female,1,DEU,24
3,6,6,3,7,4,3,6,5,3,2,2,1,1,2,IT,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,41,Female,3,ITA,58
6,5,5,5,5,3,5,5,5,2,2,2,1,1,2,IT,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,18,Male,3,ITA,35
3,7,7,7,5,6,6,6,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,6,Female,1,DEU,23
3,2,3,5,5,5,7,2,5,2,2,2,1,1,1,DE,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,8,Male,1,DEU,25
2,2,4,1,3,1,7,4,4,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,1,DEU,25
2,3,2,1,4,5,5,3,4,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,10,Female,228,USA,27
6,6,5,5,3,4,5,6,6,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,9,Female,1,DEU,26
5,5,7,5,3,2,7,5,4,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,7,Female,1,DEU,24
5,2,2,2,5,2,7,3,1,1,2,2,1,1,1,PL,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,174,POL,21
1,2,6,1,5,1,5,2,4,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,6,Female,1,DEU,23
4,2,7,7,7,3,6,4,6,3,2,2,1,1,2,ESP-ESP,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,41,Female,66,ESP,58
4,1,4,4,4,4,4,3,5,2,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,1,BGR,20
7,1,7,6,5,6,7,6,1,2,2,2,1,1,1,DE,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,4,Female,1,DEU,21
2,4,1,5,5,2,4,2,3,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,5,Male,1,CHE,22
2,3,5,2,5,1,6,2,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,1,DEU,25
4,5,5,6,2,5,2,2,2,2,2,2,1,1,1,PL,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,174,POL,20
2,5,5,2,5,2,6,4,2,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Realschulabschluss,12,Male,1,DEU,29
2,4,2,5,5,4,6,3,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,2,Female,1,DEU,19
4,3,5,5,7,3,4,3,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,2,Female,1,DEU,19
2,1,2,5,6,6,2,2,5,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,227,GBR,21
2,2,4,6,5,5,1,1,6,2,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,43,Female,68,GRC,60
4,3,5,3,6,2,1,2,5,3,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,68,GRC,19
2,2,4,1,6,1,6,1,4,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,6,Male,119,DEU,23
4,5,4,6,6,4,2,5,4,1,2,2,1,1,1,RO,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,180,ROU,20
2,2,2,3,6,2,2,2,4,1,2,2,1,NA,NA,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,39,Female,68,GRC,56
5,3,4,4,5,3,4,4,4,3,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Male,38,CAN,23
3,2,5,3,5,2,5,3,2,2,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Female,153,GBR,20
5,6,3,2,1,3,5,3,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Female,38,CAN,20
3,5,4,3,3,3,3,5,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
7,4,7,2,2,2,4,4,3,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,4,DEU,25
3,4,6,4,6,4,7,2,7,2,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Female,36,CAN,23
2,3,4,1,2,4,6,4,4,2,2,2,1,1,1,DE,--/--,NA,NA,NA,NA,NA,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,1,DEU,25
5,5,5,5,3,5,7,5,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
5,2,6,5,4,2,6,2,2,1,2,2,1,1,1,DE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,11,Male,1,DEU,28
2,1,2,5,2,1,2,1,3,3,2,2,1,1,1,CR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,1,HRV,21
2,2,5,2,5,2,3,2,4,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,1,DEU,25
3,2,3,5,6,3,5,4,6,2,2,2,1,1,2,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Male,102,AUS,19
5,6,6,5,7,7,6,5,7,1,2,2,1,1,1,DE,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,6,Male,1,DEU,23
6,5,4,6,7,4,2,5,4,2,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Doctoral degree,NA,NA,25,Male,68,GRC,42
3,4,3,1,1,3,2,5,1,1,2,2,1,2,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,38,CAN,21
4,1,5,4,6,6,2,1,7,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,Bachelor's degree,NA,NA,4,Female,100,CAN,21
2,1,1,5,1,7,2,1,1,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,4,Male,100,CAN,21
5,3,5,2,3,5,3,3,5,2,2,2,1,1,1,NL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,1,DEU,20
5,2,3,2,3,5,5,2,5,1,2,2,1,1,1,CR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,1,HRV,25
5,2,3,4,6,4,5,4,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,5,Female,146,CAN,22
3,2,6,2,4,3,5,3,2,1,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,38,CAN,20
2,5,5,3,3,2,4,5,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,9,Female,1,DEU,26
2,2,5,1,6,2,5,1,4,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,1,DEU,25
3,5,4,5,4,6,3,4,5,1,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,29,Male,68,GRC,46
4,4,5,3,6,5,3,5,1,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,38,CAN,20
3,4,7,2,5,2,7,5,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,5,Female,1,DEU,22
4,6,6,7,7,3,6,4,6,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,5,Female,1,DEU,22
1,2,4,4,4,4,4,2,4,3,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
2,3,3,1,5,1,7,1,6,1,2,2,1,1,2,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,7,Female,33,DEU,24
5,5,3,6,4,6,6,6,2,1,2,2,1,1,1,NL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,1,DEU,21
4,3,5,6,6,4,1,2,6,1,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,18,Female,68,GRC,35
5,3,6,2,6,5,5,2,3,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,13,AUS,19
2,4,5,4,5,5,5,4,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,38,CAN,20
5,3,3,2,3,5,3,3,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,228,USA,19
1,1,6,3,2,1,2,5,5,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,6,Female,227,GBR,23
1,1,2,1,2,1,5,3,1,3,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,6,Male,1,DEU,23
2,5,5,5,4,5,5,5,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,6,Female,1,DEU,23
5,6,7,5,6,7,5,6,3,1,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
5,4,5,7,7,3,2,4,4,2,2,2,1,1,1,RO,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,180,ROU,25
2,2,5,2,6,2,5,4,2,2,2,2,1,1,1,PT,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,15,Female,175,PRT,32
6,5,5,5,5,6,7,5,4,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,9,Male,1,DEU,26
1,1,1,1,1,7,1,7,1,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Male,38,CAN,22
5,5,2,2,1,5,6,5,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,High school,NA,NA,3,Female,38,CAN,20
4,4,5,2,5,2,3,3,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Master-Abschluss,24,Female,1,DEU,41
5,2,6,2,6,2,6,2,2,3,2,2,1,1,1,RO,--/--,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,10,Female,180,ROU,27
7,7,7,1,7,5,5,5,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Abitur/Matura,19,Male,1,DEU,36
7,6,5,4,6,7,5,7,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,1,Female,220,AUS,18
3,2,3,5,5,3,6,2,6,3,2,2,1,1,1,IT,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Female,1,ITA,24
3,1,3,4,3,4,6,5,3,2,2,2,1,1,1,IT,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Female,1,ITA,24
5,4,3,1,5,4,3,5,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,38,CAN,22
5,4,5,3,4,5,5,4,4,2,2,2,1,2,1,EN,--/--,NA,NA,NA,NA,NA,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
