IB3,IH1,IB2,IH2,IB1,IH3,IB4,IH4,IB5,confusion,careless_1,careless_2,careless_3,technical_problems,native_language,Q_Lang,religion_text,religion_1,religion_2,religion_3,religion_4,religion_5,religion_6,religion_7,religion_8,religion_9,religion_10,religion_11,religion_12,religion_13,religion_14,religion_15,religion_16,education_leve,education_level_iran,education_level_germ,age_1,sex,countr_origin_1,country3,Age
3,2,3,2,5,2,5,3,3,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Male,165,CAN,20
2,5,6,5,4,5,3,6,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,10,Female,1,DEU,27
3,2,5,3,6,5,2,3,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,38,CAN,19
2,2,2,2,4,4,4,4,2,1,2,2,1,2,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,38,CAN,21
3,2,6,3,3,2,3,1,2,1,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,38,CAN,20
4,2,1,1,4,1,2,4,5,2,2,2,1,1,1,RO,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,180,ROU,19
3,5,5,3,5,5,3,5,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,105,NLD,19
6,6,5,6,7,6,7,6,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,38,CAN,21
3,5,3,5,2,3,2,3,4,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,38,CAN,20
5,5,5,7,5,6,1,5,1,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Male,38,CAN,22
2,2,7,2,6,6,3,5,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,4,Male,38,CAN,21
2,1,2,2,2,7,2,4,6,2,2,2,1,1,1,EL,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,68,GRC,20
2,3,4,6,5,5,3,4,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Male,38,CAN,22
1,5,7,1,1,6,7,3,6,1,2,2,1,1,1,EN,--/--/--,--,--,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,38,CAN,20
3,5,7,6,2,6,1,6,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,38,CAN,20
3,2,2,4,4,4,4,6,6,3,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,12,Male,114,CAN,29
2,2,6,3,3,3,2,5,2,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,11,Male,1,DEU,28
6,5,5,2,6,5,3,3,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,38,CAN,21
3,1,2,1,5,1,1,1,4,1,2,2,1,1,1,IT,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,15,Male,1,ITA,32
6,5,7,7,5,6,5,5,3,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Abitur/Matura,9,Female,1,DEU,26
5,5,7,2,6,7,5,5,2,3,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,6,Female,1,DEU,23
2,1,2,1,6,1,2,3,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
6,5,2,3,7,6,3,6,5,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,38,CAN,20
4,4,4,1,5,1,6,1,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,34,Female,1,DEU,51
2,2,3,5,2,1,2,7,5,1,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,44,USA,21
3,3,5,6,6,5,5,6,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
6,2,3,4,4,6,2,6,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,38,CAN,20
2,5,4,2,5,7,2,6,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,227,GBR,21
5,4,5,5,5,5,5,5,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,High school,NA,NA,3,Female,38,CAN,20
6,2,2,6,7,1,1,6,6,2,2,2,1,1,2,RO,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,45,Female,180,ROU,62
2,3,5,2,3,6,4,7,4,2,2,2,1,1,2,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
5,3,5,5,1,1,1,6,2,2,2,2,1,1,1,ESP-ESP,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,45,Female,66,ESP,62
4,1,5,4,2,3,2,3,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Female,38,CAN,20
4,3,3,2,7,2,7,4,5,2,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
5,1,7,3,5,3,2,5,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Female,38,CAN,23
2,2,2,2,5,2,6,2,2,1,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,31,Female,1,BGR,48
3,5,4,2,2,5,6,4,2,1,2,2,1,1,1,EN,--/--,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,107,CAN,20
2,2,4,2,3,2,6,3,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,19,Female,4,DEU,36
2,4,5,3,5,5,3,5,4,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,38,CAN,19
5,4,2,5,3,5,3,5,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,228,USA,21
1,5,2,3,5,7,2,3,1,2,2,2,1,2,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,38,CAN,21
2,5,4,3,2,4,5,3,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Male,228,USA,22
6,5,4,4,5,5,3,5,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Female,38,CAN,22
3,4,5,6,2,6,7,5,5,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,228,USA,21
1,1,1,3,2,5,1,4,1,1,2,2,1,1,1,DE,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master-Abschluss,8,Male,2,CHE,25
4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,38,CAN,21
3,2,5,3,5,5,4,2,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,159,GBR,20
5,2,6,1,4,4,4,5,2,1,2,2,1,1,1,EN,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,38,CAN,21
3,3,5,1,2,6,6,4,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,38,CAN,19
1,5,1,4,1,7,2,5,2,1,2,2,1,1,1,EN,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,38,CAN,20
1,2,6,4,6,5,2,4,2,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,227,GBR,19
2,3,1,5,5,5,2,5,1,1,2,2,1,1,1,PL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Male,174,POL,22
6,2,4,7,1,5,1,1,2,2,2,2,1,1,1,PL,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Male,174,POL,22
3,6,6,3,4,4,6,5,1,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,227,GBR,20
2,5,5,3,7,2,5,5,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,9,Male,228,USA,26
5,4,4,5,5,3,4,4,4,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,38,CAN,19
1,2,1,5,6,1,6,2,2,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,Bachelor-Abschluss,6,Female,1,DEU,23
7,1,7,3,7,4,7,1,7,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
3,2,5,3,2,2,3,2,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Male,17,CAN,20
6,5,3,2,6,3,5,5,5,1,2,2,1,1,1,DE,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,8,Female,3,AUT,25
2,2,2,2,6,5,3,5,5,2,2,2,1,1,1,IT,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Male,1,ITA,28
2,3,1,5,3,5,1,4,2,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,228,USA,22
1,1,2,5,3,5,4,2,2,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,11,Male,165,CAN,28
2,2,2,4,6,2,2,2,2,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,38,CAN,20
4,3,3,2,6,4,5,5,4,1,2,2,1,1,1,EN,--/--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,228,USA,21
4,2,4,1,6,2,2,2,5,1,2,2,1,1,1,RO,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral degree,NA,NA,28,Female,180,ROU,45
4,2,4,2,6,3,6,2,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,13,AUS,20
4,4,4,4,4,4,4,4,4,2,2,2,1,1,2,EN,--,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,I wish not to answer,38,CAN,23
3,5,4,7,3,6,1,2,4,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Other,156,NZL,23
4,4,4,4,4,2,5,3,3,1,1,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,38,CAN,21
7,7,7,7,4,7,4,7,1,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,38,CAN,20
3,3,3,3,3,3,3,4,4,2,2,2,1,1,2,EN,--,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Female,44,CAN,20
5,5,2,3,3,5,6,5,2,1,2,2,1,1,2,EN,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,44,CAN,21
2,1,6,1,6,2,6,2,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,High school,NA,NA,1,Male,13,AUS,18
5,4,3,2,3,4,2,2,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,38,CAN,20
3,2,3,3,3,2,5,5,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,172,AUS,21
4,3,5,4,5,3,3,4,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,13,AUS,20
7,6,6,6,7,6,2,5,2,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,13,AUS,21
4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Female,13,AUS,22
1,2,7,4,6,5,3,5,7,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,1,Female,227,GBR,18
1,1,2,2,4,3,2,3,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,13,AUS,19
6,4,5,5,7,4,6,5,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
6,5,6,6,2,4,3,5,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
3,6,3,3,3,7,6,3,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,38,CAN,20
6,3,6,4,3,6,2,3,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
6,2,6,2,6,2,5,3,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
6,6,3,5,6,6,2,5,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Male,38,CAN,19
2,1,2,3,2,3,1,5,1,1,2,2,1,1,1,EN,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,38,CAN,21
6,3,3,2,3,5,3,5,3,2,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Male,44,CAN,21
6,6,5,5,3,3,5,4,5,2,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
5,6,5,6,4,5,1,5,5,1,2,1,1,2,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,38,CAN,20
5,5,3,6,5,1,7,6,7,2,2,2,1,1,2,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,167,CAN,21
2,5,4,2,5,7,5,5,7,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Female,228,USA,20
1,1,3,4,5,2,5,1,3,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,38,CAN,21
6,4,3,4,5,1,6,3,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,38,CAN,20
2,2,5,3,5,3,5,5,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,44,CAN,20
3,3,2,2,3,2,5,5,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,1,Female,228,USA,18
6,3,5,2,4,5,4,3,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,38,CAN,21
4,4,4,4,3,5,3,5,3,1,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,228,USA,21
1,1,7,4,5,1,1,4,1,1,2,2,1,1,1,EN,--/--,--,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,13,AUS,21
2,1,1,1,1,3,3,3,1,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,3,Male,13,AUS,20
2,2,5,4,7,3,6,1,4,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,13,AUS,19
5,6,5,2,4,5,5,5,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Female,38,CAN,20
4,2,6,2,6,2,2,6,6,2,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,32,Female,1,BGR,49
5,1,5,4,4,2,4,2,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Female,171,AUS,22
3,3,6,4,6,4,2,2,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,13,AUS,21
1,4,5,1,7,4,3,1,3,3,2,2,2,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,3,Female,228,USA,20
3,3,2,2,4,2,6,6,4,2,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,41,Female,1,BGR,58
3,3,4,2,2,6,2,2,6,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,13,AUS,20
2,1,3,4,6,4,3,3,2,2,2,2,1,1,1,EN,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,7,Female,131,AUS,24
3,5,2,4,7,6,3,4,3,2,2,2,1,1,1,EN,--/--,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,38,CAN,21
2,6,1,4,2,5,4,5,3,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,228,USA,21
3,1,5,3,5,4,2,2,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,38,CAN,21
2,1,4,1,4,1,4,1,4,1,2,2,1,1,1,RO,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,18,Female,180,ROU,35
2,6,3,4,7,7,5,5,5,1,2,2,1,1,1,EN,--/--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Male,18,USA,21
3,3,6,3,5,1,7,4,3,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,13,AUS,21
2,3,3,2,3,3,6,5,2,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,3,Female,13,AUS,20
2,4,2,5,1,4,5,4,3,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,2,Female,64,CAN,19
3,5,4,1,3,5,4,5,5,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,38,CAN,22
3,3,2,4,2,4,4,4,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,88,USA,21
5,2,5,6,3,3,5,5,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,35,Female,13,AUS,52
6,5,6,4,4,5,3,5,4,1,2,2,1,2,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,1,Female,13,AUS,18
4,5,6,5,6,6,1,5,5,1,2,2,1,1,1,PL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,29,Female,174,POL,46
3,1,4,3,7,5,3,1,3,1,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Male,152,AUS,22
3,2,5,6,2,5,5,2,5,2,2,2,1,1,1,RO,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,36,Female,180,ROU,53
4,2,6,4,3,4,6,2,6,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,13,AUS,19
1,1,3,5,5,3,5,3,3,1,2,2,1,1,1,DE,--/--,NA,NA,NA,NA,NA,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor-Abschluss,7,Male,2,CHE,24
1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,EL,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,20,Male,68,GRC,37
2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,17,Male,68,GRC,34
